Date,Open,High,Low,Close,Adj Close,Volume
1999-02-25,36.449078,37.081474,35.605881,35.740025,27.881956,6550189
1999-02-26,35.644207,36.008316,34.705193,34.877666,27.209204,7380510
1999-03-01,35.011810,35.011810,33.536217,33.919487,26.461689,9256242
1999-03-02,33.919487,33.919487,33.919487,33.919487,26.461689,0
1999-03-03,33.996143,36.621548,33.919487,35.759190,27.896904,14732805
1999-03-04,35.874172,37.062309,34.877666,35.356754,27.582956,12523982
1999-03-05,35.452572,36.334095,34.896828,35.107628,27.388605,6904951
1999-03-08,35.835842,37.177292,34.877666,35.356754,27.582956,9101302
1999-03-09,35.260937,35.797516,34.494396,35.069302,27.358707,9068657
1999-03-10,35.260937,37.867180,34.705193,37.867180,29.541420,26338952
1999-03-11,38.327106,38.595394,35.452572,35.490898,27.687603,17134260
1999-03-12,35.567554,36.314934,35.088467,35.433411,27.642756,8804807
1999-03-15,36.180786,36.794022,35.490898,35.797516,27.926804,7369645
1999-03-16,35.682533,35.835842,34.513557,34.801010,27.149399,8137911
1999-03-17,34.992645,35.184284,33.172112,33.574543,26.192593,6415402
1999-03-18,33.574543,33.574543,33.574543,33.574543,26.192593,0
1999-03-19,33.363747,33.919487,32.482224,32.712185,25.519840,6972068
1999-03-22,32.386402,33.632034,32.098949,32.290585,25.190937,6889583
1999-03-23,32.290585,33.344582,32.290585,32.539711,25.385288,8922395
1999-03-24,32.961311,35.126793,32.961311,33.976978,26.506550,14994933
1999-03-25,33.976978,33.976978,33.976978,33.976978,26.506550,0
1999-03-26,32.961311,33.152946,31.447390,32.003132,24.966684,8511594
1999-03-29,32.003132,32.003132,32.003132,32.003132,24.966684,0
1999-03-30,33.382908,33.708691,31.849825,32.520550,25.370338,6399517
1999-03-31,32.558876,33.440399,32.386402,32.424732,25.295588,5512208
1999-04-01,32.386402,32.788837,31.907314,31.926479,24.906883,5679066
1999-04-02,31.926479,31.926479,31.926479,31.926479,24.906883,0
1999-04-05,31.447390,31.447390,29.377726,29.377726,22.918518,5904140
1999-04-06,28.726166,29.051947,27.787151,28.726166,22.410219,8090472
1999-04-07,28.515366,30.374231,28.515366,29.646015,23.127821,12907658
1999-04-08,29.703506,30.086779,28.362059,28.649511,22.350410,4166549
1999-04-09,28.745329,29.032782,26.963118,27.231407,21.244108,4868403
1999-04-12,27.020609,27.710497,26.158249,27.480534,21.438459,4578968
1999-04-13,27.288898,27.403879,26.713991,27.212246,21.229160,3902564
1999-04-14,27.212246,27.212246,27.212246,27.212246,21.229160,0
1999-04-15,27.020609,27.308062,26.081594,27.020609,21.079657,4603457
1999-04-16,26.828974,29.166927,26.828974,29.166927,22.754068,4488833
1999-04-19,27.308062,28.936964,26.943954,28.419548,22.171015,4566392
1999-04-20,28.170422,28.726166,27.288898,27.672171,21.587963,3594735
1999-04-21,27.748823,28.170422,27.423044,27.882969,21.752407,4073508
1999-04-22,27.691334,28.074604,26.656502,26.963118,21.034805,2963036
1999-04-23,26.867302,27.212246,26.484030,26.599010,20.750753,4154469
1999-04-26,25.583344,25.870796,24.682655,24.816801,19.360392,3847736
1999-04-27,24.816801,24.816801,24.816801,24.816801,19.360392,0
1999-04-28,24.759310,25.506687,24.241894,25.315054,19.749096,2330919
1999-04-29,25.583344,26.828974,25.104254,26.388212,20.586304,4273826
1999-04-30,26.388212,26.388212,26.388212,26.388212,20.586304,0
1999-05-03,27.403879,27.997950,25.698324,25.909122,20.212549,3164053
1999-05-04,26.014523,27.921295,25.928288,27.787151,21.677660,7161260
1999-05-05,27.308062,28.649511,26.848137,26.924791,21.004906,5870049
1999-05-06,27.020609,29.071110,26.828974,29.071110,22.679323,7600297
1999-05-07,29.895142,31.389898,29.895142,31.389898,24.488281,6203296
1999-05-10,31.600698,32.098949,30.316740,31.140774,24.293930,7461403
1999-05-11,31.485718,32.769676,31.236591,31.610279,24.660208,7613217
1999-05-12,31.897734,33.919487,30.853319,32.386402,25.265684,13854696
1999-05-13,32.003132,34.973484,31.619862,34.973484,27.283953,13481315
1999-05-14,35.452572,37.761780,34.494396,37.761780,29.459188,12941446
1999-05-17,37.752197,39.170303,34.877666,36.794022,28.704212,10937716
1999-05-18,36.794022,38.231289,36.075390,36.698204,28.629465,8104353
1999-05-19,36.410751,37.828854,35.452572,37.273109,29.077971,10666978
1999-05-20,37.004822,38.892429,36.228695,36.238277,28.270660,8623134
1999-05-21,36.410751,36.410751,34.494396,34.781849,27.134451,6306314
1999-05-24,34.015305,34.302757,32.865494,33.488308,26.125317,5593800
1999-05-25,33.344582,36.161625,33.344582,35.414246,27.627802,12343400
1999-05-26,35.644207,35.874172,33.210438,33.632034,26.237450,6424163
1999-05-27,33.727852,34.877666,32.578037,33.057129,25.788942,5236800
1999-05-28,32.194767,33.152946,30.422140,32.769676,25.564692,11240045
1999-05-31,33.555382,35.385502,33.536217,35.385502,27.605387,10809900
1999-06-01,35.644207,35.816681,33.756599,33.938652,26.476646,8927796
1999-06-02,34.302757,35.452572,33.727852,35.107628,27.388605,6027034
1999-06-03,35.395081,36.698204,34.877666,36.314934,28.330458,8695120
1999-06-04,36.650295,38.988247,36.650295,38.422924,29.974968,14220150
1999-06-07,38.902012,38.902012,37.368927,37.560562,29.302212,8291604
1999-06-08,37.186874,39.620644,37.033566,39.352356,30.700047,12770116
1999-06-09,39.476917,40.070988,37.752197,37.752197,29.451714,13610920
1999-06-10,38.135471,38.710377,36.449078,36.794022,28.704212,8732034
1999-06-11,36.985657,37.119801,34.590214,34.781849,27.134451,10087837
1999-06-14,33.536217,34.302757,32.970894,34.206940,26.685946,7093658
1999-06-15,33.919487,36.008316,33.919487,34.111122,26.611197,16773961
1999-06-16,34.321922,36.813187,33.363747,36.698204,28.629465,21293608
1999-06-17,36.832348,37.646797,36.219112,37.119801,29.419239,17259252
1999-06-18,36.985657,38.758286,36.985657,37.761780,29.928040,17930078
1999-06-21,38.509159,40.435097,38.327106,40.243462,31.894894,12043393
1999-06-22,40.435097,42.830540,40.147644,41.987343,33.277004,18954569
1999-06-23,42.447269,42.495178,39.112812,39.381100,31.211426,13430234
1999-06-24,39.285282,40.387188,38.327106,39.879353,31.606323,10846929
1999-06-25,40.128479,41.719055,39.860191,40.147644,31.818949,15881736
1999-06-28,40.626732,41.249546,39.860191,40.530914,32.122711,6535672
1999-06-29,40.415932,41.335781,40.051826,40.808784,32.342945,4864677
1999-06-30,40.818367,40.818367,39.246956,39.342773,31.181053,7711059
1999-07-01,39.649391,39.745209,38.097141,38.633720,30.619095,11527580
1999-07-02,38.882847,39.639809,38.422924,39.476917,31.287369,9762589
1999-07-05,40.262623,42.504761,40.243462,42.322704,33.542801,21137473
1999-07-06,42.523922,42.734722,40.914185,41.584908,32.958057,19465466
1999-07-07,41.757381,43.558754,41.508255,42.504761,33.687077,24700565
1999-07-08,42.734722,45.896709,42.543087,45.896709,36.375370,22858897
1999-07-09,47.525612,49.566528,46.931541,49.566528,39.283882,17473816
1999-07-12,52.699772,53.523804,52.699772,53.523804,42.420212,808221
1999-07-13,57.682293,57.797276,54.846088,56.724117,44.956608,23762378
1999-07-14,56.532482,57.107388,52.335663,53.849583,42.678406,16345215
1999-07-15,54.041218,56.053391,53.313004,53.926235,42.739155,20137247
1999-07-16,54.041218,55.938412,52.134445,55.191032,43.741570,18144829
1999-07-19,55.583885,55.583885,52.163189,52.680607,41.751930,7657410
1999-07-20,52.335663,53.274677,50.495960,50.975052,40.400200,11021479
1999-07-21,50.457634,54.002892,49.729420,52.287754,41.440571,13279092
1999-07-22,52.144028,53.849583,52.124863,52.603951,41.691181,9135962
1999-07-23,52.891403,53.274677,51.090031,51.645775,40.931778,9402640
1999-07-26,50.975052,50.975052,49.202423,49.633602,39.337032,7463068
1999-07-27,49.441967,51.166687,49.154514,49.537785,39.261093,10265236
1999-07-28,49.537785,49.997707,47.583099,47.966373,38.015675,8055379
1999-07-29,48.196335,48.196335,45.800892,45.820053,36.314613,9645027
1999-07-30,45.800892,47.333977,45.225983,45.973362,36.436119,11413368
1999-08-02,46.279980,46.375797,44.076172,44.171989,35.008446,6277207
1999-08-03,44.651077,45.590092,43.788719,45.245148,35.858974,12900133
1999-08-04,45.417622,48.857479,45.130165,47.516029,37.658756,18201343
1999-08-05,47.659756,49.058697,45.820053,48.541279,38.471317,14622836
1999-08-06,49.173676,50.639687,48.483788,49.441967,39.185154,15235744
1999-08-09,50.783417,53.389660,50.026455,53.389660,42.313896,17094382
1999-08-10,53.389660,53.466312,50.610943,51.070869,40.476143,17793396
1999-08-11,50.304325,52.067371,48.292152,50.208508,39.792683,17689261
1999-08-12,50.495960,51.061287,49.087440,49.154514,38.957329,5599264
1999-08-13,49.825237,50.016872,47.333977,47.448956,37.605598,8847085
1999-08-16,48.368809,51.166687,47.928043,50.333073,39.891396,12165807
1999-08-17,50.879230,53.840000,50.016872,53.092625,42.078484,26089692
1999-08-18,53.159695,57.299023,53.159695,55.861755,44.273151,22275488
1999-08-19,55.957573,56.321682,51.971554,51.971554,41.189972,14078673
1999-08-20,52.316498,54.989815,50.821743,54.510727,43.202396,17876455
1999-08-23,56.532482,58.860851,55.382668,58.860851,46.650074,18953014
1999-08-24,59.981918,60.844280,57.596058,60.652645,48.070156,17814431
1999-08-25,60.940098,61.016750,55.804268,57.490658,45.564133,18616260
1999-08-26,57.682293,60.690971,57.682293,59.023743,46.779179,14735310
1999-08-27,59.407013,60.365192,58.448837,59.502831,47.158878,12903619
1999-08-30,60.413101,62.377365,58.353020,60.604736,48.032188,22142772
1999-08-31,60.595154,61.515003,59.790283,60.250210,47.751205,9974507
1999-09-01,60.346027,60.346027,56.762444,56.839096,45.047741,13114744
1999-09-02,57.490658,59.215378,56.551643,57.490658,45.564133,16190265
1999-09-03,57.538567,58.621307,56.340843,56.724117,44.956608,10726539
1999-09-06,57.490658,58.908760,57.299023,58.640472,46.475418,10072751
1999-09-07,58.927925,60.671806,58.448837,58.736290,46.551361,15901023
1999-09-08,59.023743,59.407013,57.404423,58.180546,46.110905,9466423
1999-09-09,58.448837,58.640472,56.992405,57.299023,45.412247,6865214
1999-09-10,57.299023,59.407013,57.299023,59.023743,46.779179,16140149
1999-09-13,59.023743,59.023743,59.023743,59.023743,46.779179,0
1999-09-14,60.001083,60.537663,58.448837,58.736290,46.551361,12521091
1999-09-15,58.832108,59.368687,57.586475,57.979328,45.951424,7664132
1999-09-16,57.835602,58.257198,54.252018,54.683197,43.339081,14041900
1999-09-17,54.616123,56.302517,53.763348,55.382668,43.893452,10998091
1999-09-20,56.034229,56.532482,53.226768,53.466312,42.374638,8482336
1999-09-21,53.485477,54.022057,51.990719,52.671024,41.744350,8535244
1999-09-22,52.891403,54.137035,51.952393,52.297337,41.448177,6744923
1999-09-23,52.316498,52.891403,50.802578,51.933228,41.159599,7616619
1999-09-24,51.933228,55.286850,51.645775,53.236347,42.192379,13314493
1999-09-27,53.466312,54.414909,50.802578,50.898396,40.339443,5704928
1999-09-28,50.802578,52.977642,49.940220,51.636192,40.924191,9113685
1999-09-29,51.722427,52.891403,51.272083,51.741592,41.007721,5715109
1999-09-30,52.105701,53.255512,51.549957,51.741592,41.007721,7425204
1999-10-01,51.933228,52.412315,50.208508,50.591778,40.096436,5431012
1999-10-04,51.530792,51.588284,49.671928,49.921055,39.564850,5276130
1999-10-05,49.873146,51.530792,49.633602,50.802578,40.263512,7273421
1999-10-06,50.112690,50.572617,48.407135,48.982040,38.820644,11443650
1999-10-07,49.614437,51.473305,49.441967,50.716343,40.195160,5699261
1999-10-08,50.725925,53.370495,50.725925,52.872242,41.903812,7414997
1999-10-11,53.772930,55.181450,52.508133,53.178860,42.146816,9869970
1999-10-12,53.466312,54.424492,53.083042,53.744183,42.594872,3948302
1999-10-13,53.303421,54.711945,52.124863,53.274677,42.222771,5326261
1999-10-14,53.887909,57.279858,53.887909,55.670120,44.121273,10773539
1999-10-15,55.765938,56.149208,51.454140,52.124863,41.311474,6749458
1999-10-18,53.255512,54.060383,52.220680,52.881824,41.911404,5251025
1999-10-19,52.881824,52.881824,52.881824,52.881824,41.911404,0
1999-10-20,53.466312,54.807762,53.083042,54.060383,42.845470,4098159
1999-10-21,54.232853,56.407917,53.657948,53.849583,42.678406,8370264
1999-10-22,53.657948,54.711945,52.364407,53.657948,42.526524,7971648
1999-10-25,55.765938,57.921837,55.008980,56.877426,45.078117,13066851
1999-10-26,56.168373,57.490658,54.616123,54.903580,43.513756,7285167
1999-10-27,55.555138,56.149208,50.649269,51.358322,40.703957,12307634
1999-10-28,50.975052,51.137939,48.886223,49.058697,38.881393,6059784
1999-10-29,48.886223,49.825237,45.417622,45.915871,36.390553,8852831
1999-11-01,46.759068,46.759068,42.246052,42.246052,33.482044,6508005
1999-11-02,41.776546,44.440277,39.122395,43.309628,34.324978,11795584
1999-11-03,43.769554,43.865372,40.051826,42.840122,33.952873,9398419
1999-11-04,42.178978,43.290466,41.412437,42.178978,33.428886,5959662
1999-11-05,42.351452,45.225983,42.351452,44.555260,35.312195,9999680
1999-11-08,44.555260,44.555260,44.555260,44.555260,35.312195,0
1999-11-09,44.651077,45.273891,42.926357,44.861877,35.555214,5785487
1999-11-10,44.861877,44.861877,44.861877,44.861877,35.555214,0
1999-11-11,45.225983,45.752983,43.692902,43.692902,34.628738,4891879
1999-11-12,43.501266,44.459442,43.213810,44.459442,35.236263,4678109
1999-11-15,44.267807,45.216404,43.117992,43.597080,34.552795,5228764
1999-11-16,43.520428,44.076172,42.083160,43.309628,34.324978,6632600
1999-11-17,43.462936,44.842712,43.117992,43.175484,34.218662,7620429
1999-11-18,43.079666,43.712063,42.274796,43.597080,34.552795,4416524
1999-11-19,43.644993,44.363625,43.031757,43.117992,34.173100,5276135
1999-11-22,43.549171,43.549171,42.734722,43.022175,34.097160,2559541
1999-11-23,43.022175,43.022175,43.022175,43.022175,34.097160,0
1999-11-24,43.232975,46.452454,43.060501,46.164997,36.587997,8817028
1999-11-25,46.375797,46.941120,45.130165,45.187656,35.813404,5821869
1999-11-26,45.417622,45.762566,44.612751,44.746895,35.464088,3276594
1999-11-29,44.746895,44.746895,43.309628,43.405445,34.400925,3669517
1999-11-30,43.405445,43.654572,42.159817,42.399361,33.603546,6972788
1999-12-01,42.351452,43.424610,41.968182,42.734722,33.869335,3186194
1999-12-02,43.098831,45.417622,42.658070,43.980354,34.856564,5928274
1999-12-03,44.171989,44.919369,42.974266,43.405445,34.400925,3771670
1999-12-06,44.171989,44.651077,43.692902,44.076172,34.932499,3432468
1999-12-07,43.913280,45.178074,43.913280,44.124081,34.970474,3864685
1999-12-08,44.497768,45.034348,42.447269,42.926357,34.021221,7674004
1999-12-09,43.098831,43.213810,41.786125,42.217308,33.459267,3468448
1999-12-10,42.485596,43.472519,41.968182,42.255634,33.489643,8675943
1999-12-13,43.098831,43.309628,41.220802,41.326202,32.753014,3071972
1999-12-14,41.747799,41.747799,40.253040,40.636314,32.206245,4995889
1999-12-15,40.224297,42.543087,39.860191,41.584908,32.958057,3916241
1999-12-16,41.843616,42.159817,40.645893,40.818367,32.350540,1747264
1999-12-17,40.952511,41.565746,39.524826,39.572735,31.363314,3519576
1999-12-20,40.818367,41.163311,39.285282,39.563152,31.355717,3976720
1999-12-21,39.668552,40.291370,39.045738,39.668552,31.439249,3182186
1999-12-22,39.860191,41.872364,39.773952,41.393272,32.806179,6553435
1999-12-23,41.738216,43.788719,41.010002,41.393272,32.806179,12139664
1999-12-24,41.584908,42.255634,40.262623,40.990837,32.487221,4477953
1999-12-27,41.010002,41.374111,39.476917,39.764374,31.515192,1833047
1999-12-28,39.860191,40.425514,39.093647,39.419430,31.241804,2515514
1999-12-29,39.476917,40.099735,39.400265,39.716461,31.477217,1559048
1999-12-30,39.860191,39.860191,38.116306,38.518742,30.527964,1836741
1999-12-31,38.518742,38.518742,38.518742,38.518742,30.527964,0
2000-01-03,40.032661,41.594490,39.668552,41.584908,32.958057,5038418
2000-01-04,42.083160,42.083160,39.476917,40.147644,31.818949,4688285
2000-01-05,39.476917,41.584908,37.368927,40.607567,32.183464,7694408
2000-01-06,41.297455,43.846210,41.297455,42.447269,33.641518,10965915
2000-01-07,42.543087,45.839218,41.968182,45.839218,36.329803,12526377
2000-01-10,48.100517,49.499458,47.908882,49.499458,39.230721,6919807
2000-01-11,50.783417,50.975052,45.542183,45.542183,36.094391,6041431
2000-01-12,45.321800,46.720741,43.922863,46.088345,36.527245,4661317
2000-01-13,46.375797,46.950703,44.363625,44.651077,35.388142,2650792
2000-01-14,45.034348,46.567432,44.651077,45.800892,36.299431,5522780
2000-01-17,47.525612,49.461128,47.525612,48.100517,38.121986,6268560
2000-01-18,48.483788,48.867058,47.238155,47.717247,37.818230,3576680
2000-01-19,48.148426,48.675423,46.279980,47.860973,37.932144,5086948
2000-01-20,47.908882,48.062191,44.459442,44.651077,35.388142,1988926
2000-01-21,44.286968,44.842712,42.159817,44.277390,35.091984,3992714
2000-01-24,44.095333,45.321800,40.741714,40.741714,32.289787,8656035
2000-01-25,39.342773,39.342773,37.483910,37.483910,29.707815,6113130
2000-01-26,37.483910,37.483910,37.483910,37.483910,29.707815,0
2000-01-27,36.410751,36.410751,34.494396,34.494396,27.338478,7341133
2000-01-28,33.919487,34.686031,31.945642,33.421234,26.487947,13734624
2000-01-31,33.315838,36.084969,32.769676,34.686031,27.490356,10173108
2000-02-01,35.318428,35.452572,33.727852,34.254848,27.148630,4277239
2000-02-02,34.398579,35.634624,34.206940,34.302757,27.186594,3890145
2000-02-03,34.686031,34.820175,33.727852,34.111122,27.034719,1268188
2000-02-04,34.111122,34.398579,33.009220,34.302757,27.186594,5755931
2000-02-07,33.727852,35.356754,33.727852,34.321922,27.201786,3926046
2000-02-08,34.781849,35.625046,34.111122,35.165119,27.870058,3160984
2000-02-09,35.356754,36.602386,34.590214,34.915993,27.672615,4711949
2000-02-10,35.069302,35.260937,34.302757,34.494396,27.338478,1656895
2000-02-11,34.877666,35.165119,31.744425,31.821079,25.219751,4168517
2000-02-14,32.501385,32.922981,30.105942,30.834156,24.437565,4281544
2000-02-15,30.661684,32.194767,30.470049,32.003132,25.364031,4961397
2000-02-16,32.194767,32.386402,31.236591,31.428226,24.908392,1057324
2000-02-17,31.428226,32.750511,31.236591,31.619862,25.060272,2266860
2000-02-18,32.003132,32.003132,29.224419,29.435217,23.328838,2761930
2000-02-21,29.320234,31.782751,29.320234,31.782751,25.189371,3567976
2000-02-22,34.254848,34.321922,33.248764,34.321922,27.201786,4609176
2000-02-23,35.433411,37.062309,31.581535,32.127697,25.462755,10178321
2000-02-24,32.194767,33.325417,31.581535,32.194767,25.515913,2176485
2000-02-25,32.779259,34.762684,31.524044,34.762684,27.551115,7943417
2000-02-28,36.027477,36.353260,33.727852,35.251354,27.938406,3426676
2000-02-29,35.452572,35.816681,32.434315,32.434315,25.705767,3739671
2000-03-01,29.895142,33.344582,29.847233,30.661684,24.300869,7749366
2000-03-02,31.025791,31.159937,28.218330,28.218330,22.364393,5651431
2000-03-03,27.595516,27.595516,25.966614,25.966614,20.579800,9808463
2000-03-06,26.790646,28.036278,26.158249,26.445702,20.959501,7629263
2000-03-07,26.800228,27.020609,24.720984,25.295889,20.048218,7347802
2000-03-08,25.085091,25.487526,23.379534,24.146076,19.136938,3970229
2000-03-09,24.529346,26.072014,24.146076,26.072014,20.663336,3129330
2000-03-10,26.254066,26.254066,24.146076,24.816801,19.668516,5467989
2000-03-13,26.206158,26.206158,22.833372,23.168736,18.362349,4127324
2000-03-14,23.571171,25.018019,23.015427,25.018019,19.827991,3797427
2000-03-15,25.659998,26.733156,24.912619,25.564178,20.260849,3652370
2000-03-16,26.254066,27.605097,25.612087,27.605097,21.878376,5910313
2000-03-17,27.605097,27.605097,27.605097,27.605097,21.878376,0
2000-03-20,27.605097,27.605097,27.605097,27.605097,21.878376,0
2000-03-21,28.323730,29.416054,27.442207,28.707003,22.751690,4763005
2000-03-22,29.090273,29.128599,27.442207,27.700914,21.954319,2775612
2000-03-23,27.595516,27.978786,25.698324,25.870796,20.503860,1692608
2000-03-24,26.062431,26.062431,25.018019,25.535435,20.238071,1177657
2000-03-27,26.062431,26.445702,25.966614,26.254066,20.807621,1131183
2000-03-28,26.129503,26.340303,25.247980,25.679159,20.351976,1439200
2000-03-29,25.679159,26.828974,25.123417,26.110340,20.693708,4760322
2000-03-30,25.880379,25.880379,24.031096,24.031096,19.045805,3705367
2000-03-31,23.025007,25.947451,23.025007,25.947451,20.564610,3136255
2000-04-03,26.828974,28.017115,25.966614,26.445702,20.959501,5424009
2000-04-04,26.254066,27.116426,24.337711,24.491020,19.410322,3644063
2000-04-05,23.235807,26.062431,23.235807,25.276726,20.033031,2125696
2000-04-06,25.679159,26.254066,23.254971,24.519766,19.433104,2298561
2000-04-07,24.433529,26.474447,24.366457,26.474447,20.982285,4041343
2000-04-10,27.978786,27.978786,26.062431,26.828974,21.263262,5009248
2000-04-11,26.637339,26.809811,26.043268,26.522358,21.020252,1684557
2000-04-12,26.254066,26.637339,25.870796,25.947451,20.564610,1017066
2000-04-13,25.679159,25.870796,23.877787,24.816801,19.668516,3981547
2000-04-14,24.816801,24.816801,24.816801,24.816801,19.668516,0
2000-04-17,23.283716,25.947451,22.996264,25.305471,20.055813,7993731
2000-04-18,25.679159,25.870796,23.283716,23.283716,18.453476,12751315
2000-04-19,23.858624,24.337711,22.277630,23.762806,18.833176,5284985
2000-04-20,23.532843,24.146076,22.632154,23.331625,18.491444,4581686
2000-04-21,23.331625,23.331625,23.331625,23.331625,18.491444,0
2000-04-24,23.954441,24.855127,23.475351,23.954441,18.985058,2529901
2000-04-25,23.772387,24.529346,23.130407,24.414366,19.349567,3351914
2000-04-26,24.529346,25.870796,24.146076,25.621670,20.306417,6687517
2000-04-27,24.912619,25.918705,24.529346,24.615583,19.509041,3173430
2000-04-28,24.720984,25.085091,23.973604,24.433529,19.364758,2428792
2000-05-01,24.433529,24.433529,24.433529,24.433529,19.364758,0
2000-05-02,24.720984,24.720984,23.398699,24.299385,19.258440,2989330
2000-05-03,23.964022,24.720984,23.590334,24.433529,19.364758,1163312
2000-05-04,24.701818,25.861214,24.385620,25.200071,19.972275,2408332
2000-05-05,25.104254,28.160839,25.104254,27.499699,21.794842,5348945
2000-05-08,28.007532,29.531034,26.828974,27.403879,21.718903,6824293
2000-05-09,27.308062,28.342894,26.464867,27.691334,21.946726,3803939
2000-05-10,27.806314,27.863806,27.039774,27.595516,21.870785,1429917
2000-05-11,27.212246,27.212246,26.158249,26.445702,20.959501,1665980
2000-05-12,26.637339,27.288898,24.337711,24.366457,19.311596,3204990
2000-05-15,24.347294,25.343798,23.954441,24.912619,19.744459,1315512
2000-05-16,24.768892,26.052851,24.768892,25.295889,20.048218,2012377
2000-05-17,25.631252,26.522358,25.295889,25.554598,20.253256,2163132
2000-05-18,25.583344,26.627756,24.835964,25.104254,19.896341,2636849
2000-05-19,24.912619,25.487526,24.893456,25.065928,19.865961,2130179
2000-05-22,24.740147,25.554598,24.720984,25.056345,19.858368,1379451
2000-05-23,25.200071,25.295889,24.529346,24.826382,19.676111,1141307
2000-05-24,24.577255,25.458780,24.529346,24.816801,19.668516,2563480
2000-05-25,24.663492,25.065928,23.044172,23.283716,18.453476,4816653
2000-05-26,23.283716,23.360371,22.133904,22.612991,17.921892,4188200
2000-05-29,22.977098,24.414366,22.977098,23.552006,18.666105,5772995
2000-05-30,23.187899,23.887367,21.769796,23.609497,18.711668,3832300
2000-05-31,23.762806,24.606001,23.475351,23.571171,18.681293,4482503
2000-06-01,23.379534,23.935278,23.283716,23.484934,18.612949,1770574
2000-06-02,23.571171,24.088585,22.143484,22.804626,18.073769,4998305
2000-06-05,23.571171,23.839458,22.795046,22.900446,18.149715,9410921
2000-06-06,22.996264,23.369951,22.804626,22.948355,18.187685,4606724
2000-06-07,22.996264,23.839458,22.900446,23.207062,18.392719,5038940
2000-06-08,23.379534,24.864710,23.283716,24.337711,19.288815,9551156
2000-06-09,24.711401,26.618174,24.376040,25.698324,20.367170,12046325
2000-06-12,26.225323,27.164335,25.659998,25.774979,20.427921,9575927
2000-06-13,25.679159,26.349886,25.516270,26.100760,21.077900,4707409
2000-06-14,26.254066,26.436121,25.516270,25.612087,20.683266,3351304
2000-06-15,25.861214,25.861214,24.931782,24.970110,20.164829,2351067
2000-06-16,24.922199,25.487526,24.740147,25.247980,20.389233,6525465
2000-06-19,25.487526,26.215740,25.247980,25.688742,20.745171,2805680
2000-06-20,25.889959,26.254066,25.717487,25.842051,20.868975,1426567
2000-06-21,26.158249,26.254066,24.960527,24.998854,20.188044,1406696
2000-06-22,24.922199,25.247980,24.653910,24.979691,20.172567,677744
2000-06-23,25.104254,25.650415,24.529346,24.548512,19.824368,2543176
2000-06-26,24.337711,24.529346,23.954441,24.222731,19.561281,1352666
2000-06-27,24.337711,25.525852,24.165239,24.433529,19.731512,3515736
2000-06-28,24.376040,24.701818,24.174822,24.308966,19.630920,1155808
2000-06-29,24.481438,24.720984,23.858624,24.146076,19.499376,1788207
2000-06-30,24.146076,24.261057,23.379534,23.628660,19.081533,2026216
2000-07-03,23.475351,24.510183,23.379534,24.079004,19.445211,1656535
2000-07-04,24.337711,24.337711,23.686152,23.753223,19.182123,1839319
2000-07-05,23.944859,24.625166,23.868204,24.203568,19.545807,2652535
2000-07-06,24.318548,25.295889,24.318548,24.797638,20.025551,3946580
2000-07-07,24.912619,25.180908,24.548512,24.625166,19.886271,1593483
2000-07-10,25.104254,25.774979,24.855127,25.209654,20.358278,3840603
2000-07-11,25.468361,25.774979,24.912619,25.650415,20.714218,4986262
2000-07-12,25.679159,26.024103,25.152163,25.238400,20.381495,5068715
2000-07-13,25.458780,25.870796,25.104254,25.132999,20.296377,3436001
2000-07-14,25.104254,25.353380,24.165239,24.280222,19.607708,3233805
2000-07-17,23.954441,24.567675,23.858624,24.337711,19.654135,2164504
2000-07-18,24.471857,24.510183,23.954441,24.107750,19.468426,1959594
2000-07-19,24.050259,24.232311,23.666986,23.686152,19.127964,1325625
2000-07-20,23.609497,23.954441,23.101664,23.437025,18.926775,1758609
2000-07-21,23.571171,23.724478,22.229721,22.344702,18.044664,2856610
2000-07-24,21.942268,21.942268,20.121731,20.169640,16.288172,4451726
2000-07-25,20.160057,21.252380,19.470169,20.658310,16.682800,5795898
2000-07-26,20.313366,20.313366,19.010244,19.843859,16.025080,7878862
2000-07-27,19.719296,20.485838,19.565987,20.476255,16.535778,3043673
2000-07-28,20.505001,20.562492,19.738459,19.910931,16.079252,4281690
2000-07-31,19.930096,20.112148,17.438833,17.889175,14.446564,11308738
2000-08-01,18.013739,18.492828,17.793358,18.214956,14.709648,5217764
2000-08-02,18.214956,18.943172,18.090393,18.809027,15.189399,4507102
2000-08-03,18.856936,19.297697,17.927504,18.301193,14.779289,5629378
2000-08-04,18.301193,18.358683,17.735868,17.755032,14.338234,3565220
2000-08-07,17.822104,18.109556,17.352596,17.611305,14.222166,3340622
2000-08-08,17.649632,17.946667,17.534651,17.659212,14.260854,2235592
2000-08-09,17.726286,18.205376,17.716703,17.946667,14.492988,2042622
2000-08-10,18.061647,18.157467,17.678377,17.707123,14.299541,1190656
2000-08-11,17.640051,17.793358,17.247196,17.304688,13.974552,2395359
2000-08-14,17.630468,17.630468,16.480656,16.777691,13.548974,3934912
2000-08-15,16.777691,16.777691,16.777691,16.777691,13.548974,0
2000-08-16,16.806435,17.381342,16.768108,17.151379,13.850748,2620526
2000-08-17,17.199287,18.004156,16.902252,17.247196,13.928124,3601884
2000-08-18,17.189707,17.534651,16.863926,17.103470,13.812059,2898794
2000-08-21,17.323851,17.764612,17.189707,17.515488,14.144789,3061780
2000-08-22,17.611305,17.908340,17.343016,17.726286,14.315019,3290011
